morphospecies;Family;Order;Superfamily;Suborder;functional_g;guild;functional_group;pollinator_level;subfamily;Tribu;genre;species;barcode;size;adult-food;other;
pterom.5;Pteromalidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
pterom.6;Pteromalidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
pterom.7;Pteromalidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
pterom.7;Pteromalidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
pterom.8;Pteromalidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
pterom.9;Pteromalidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
pterom.11;Pteromalidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
signip.1;Signiphoridae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;Signiphorinae;;;;;;;;
signip.2;Signiphoridae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;Azotinae;;;;;;;;
Tetrac.1;Tetracampidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;Tetracampinae;;;;;;;;
Tetrac.3;Tetracampidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;Tetracampinae;;;;;;;;
Tetrac.4;Tetracampidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
Tetrac.5;Tetracampidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
tetrac.6;Tetracampidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
tetrac.7;Tetracampidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
tetrac.8;Tetracampidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
torymi.1;Torymidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
tricho.1;Trichogrammatidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
tricho.2;Trichogrammatidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
chalcidoidea;;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
Hymeno.8/chalcidoidea;;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
perila.3;Perilampidae;Hymenoptera;Chalcidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;photo mais pas dans la base (KBAL13);;;;;;;;
Bethyl.1;Bethylidae;Hymenoptera;Chrysidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
bethyl.10;Bethylidae;Hymenoptera;Chrysidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
bethyl.11;Bethylidae;Hymenoptera;Chrysidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
Bethyl.2;Bethylidae;Hymenoptera;Chrysidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
Bethyl.3;Bethylidae;Hymenoptera;Chrysidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
Bethyl.4;Bethylidae;Hymenoptera;Chrysidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
bethyl.5;Bethylidae;Hymenoptera;Chrysidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
Bethyl.5;Bethylidae;Hymenoptera;Chrysidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
bethyl.8;Bethylidae;Hymenoptera;Chrysidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
bethyl.9;Bethylidae;Hymenoptera;Chrysidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
betyhl.7;Bethylidae;Hymenoptera;Chrysidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
bethyl.12;Bethylidae;Hymenoptera;Chrysidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
Chrysi.1;Chrysididae;Hymenoptera;Chrysidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
Chrysi.2;Chrysididae;Hymenoptera;Chrysidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
Dryini.1;Dryinididae;Hymenoptera;Chrysidoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
diapar.1;Diapriidae;Hymenoptera;Diaprioidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
gaster.1;Gasteruptiidae;Hymenoptera;Evanioidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
Formic.1;Formicidae;Hymenoptera;Formicoidea;Apocrita;ant;generalist;generalist_hymenoptera;0;Myrmicinae;;Monomorium;salomonis;;;;;
Formic.10;Formicidae;Hymenoptera;Formicoidea;Apocrita;ant;generalist;generalist_hymenoptera;0;Formicinae;;Lepisiota;;;;;;
Formic.11;Formicidae;Hymenoptera;Formicoidea;Apocrita;ant;generalist;generalist_hymenoptera;0;Formicinae;;Lepisiota;sp;;;;;
Formic.12;Formicidae;Hymenoptera;Formicoidea;Apocrita;ant;generalist;generalist_hymenoptera;0;Formicinae;;Lepisiota;;;;;;
Formic.13;Formicidae;Hymenoptera;Formicoidea;Apocrita;ant;generalist;generalist_hymenoptera;0;Pseudomyrmecinae;;Tetraponera;;;;;;
Formic.14;Formicidae;Hymenoptera;Formicoidea;Apocrita;ant;generalist;generalist_hymenoptera;0;Formicinae;;Lepisiota;;;;;;
formic.15;Formicidae;Hymenoptera;Formicoidea;Apocrita;ant;generalist;generalist_hymenoptera;0;Formicinae;;Polyrhachis ;viscosa;;;;;
Formic.16;Formicidae;Hymenoptera;Formicoidea;Apocrita;ant;generalist;generalist_hymenoptera;0;Myrmicinae;;Crematogaster;sp.;;;;;
Formic.17;Formicidae;Hymenoptera;Formicoidea;Apocrita;ant;generalist;generalist_hymenoptera;0;Pseudomyrmecinae;;;;;;;;
formic.18;Formicidae;Hymenoptera;Formicoidea;Apocrita;ant;generalist;generalist_hymenoptera;0;Pseudomyrmecinae;;;;;;;;
formic.19;Formicidae;Hymenoptera;Formicoidea;Apocrita;ant;generalist;generalist_hymenoptera;0;Formicinae;;Lepisiota(aff);;;;;;
Formic.2;Formicidae;Hymenoptera;Formicoidea;Apocrita;ant;generalist;generalist_hymenoptera;0;Formicinae;;Camponotus;abjectus;;;;;
Formic.20;Formicidae;Hymenoptera;Formicoidea;Apocrita;ant;generalist;generalist_hymenoptera;0;;;;;;;;;
Formic.21;Formicidae;Hymenoptera;Formicoidea;Apocrita;ant;generalist;generalist_hymenoptera;0;Pseudomyrmicinae;;;;;;;;
Formic.3;Formicidae;Hymenoptera;Formicoidea;Apocrita;ant;generalist;generalist_hymenoptera;0;Myrmicinae;;Crematogaster;sp.;;;;;
Formic.4;Formicidae;Hymenoptera;Formicoidea;Apocrita;ant;generalist;generalist_hymenoptera;0;Myrmicinae;;Monomorium;areniphilum;;;;;
Formic.5;Formicidae;Hymenoptera;Formicoidea;Apocrita;ant;generalist;generalist_hymenoptera;0;Myrmicinae;;Tetramorium;sericeiventre (aff);;;;;
Formic.6;Formicidae;Hymenoptera;Formicoidea;Apocrita;ant;generalist;generalist_hymenoptera;0;Myrmicinae;;Pheidole;sp.;;;;;
Formic.7;Formicidae;Hymenoptera;Formicoidea;Apocrita;ant;generalist;generalist_hymenoptera;0;Myrmicinae;;Trichomyrmex;Trichomyrmex abyssinicus;;;;;
Formic.8;Formicidae;Hymenoptera;Formicoidea;Apocrita;ant;generalist;generalist_hymenoptera;0;Myrmicinae;;Monomorium;bicolor;;;;;
Formic.9;Formicidae;Hymenoptera;Formicoidea;Apocrita;ant;generalist;generalist_hymenoptera;0;Myrmicinae;;Monomorium;balathir;;;;;
formic.22;Formicidae;Hymenoptera;Formicoidea;Apocrita;ant;generalist;generalist_hymenoptera;0;;;;;;;;;
Bracon.1;Braconidae;Hymenoptera;Ichneumonoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;2;Micrograstinae;;;;Y;;;;
Bracon.10;Braconidae;Hymenoptera;Ichneumonoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;2;;;;;;;;;
bracon.11;Braconidae;Hymenoptera;Ichneumonoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;2;;;;;;;;;
bracon.12;Braconidae;Hymenoptera;Ichneumonoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;2;;;;;;;;;
bracon.13;Braconidae;Hymenoptera;Ichneumonoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;2;;;;;;;;;
bracon.14;Braconidae;Hymenoptera;Ichneumonoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;2;;;;;;;;;
Bracon.4;Braconidae;Hymenoptera;Ichneumonoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;2;Micrograstinae;;;;Y;;;;
Bracon.5;Braconidae;Hymenoptera;Ichneumonoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;2;;;;;Y;;;;
Bracon.6;Braconidae;Hymenoptera;Ichneumonoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;2;;;;;;;;;
Bracon.7;Braconidae;Hymenoptera;Ichneumonoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;2;;;;;Y;;;;
Bracon.8;Braconidae;Hymenoptera;Ichneumonoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;2;;;;;;;;;
Bracon.9;Braconidae;Hymenoptera;Ichneumonoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;2;;;;;;;;;
bracon.16;Braconidae;Hymenoptera;Ichneumonoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;2;;;;;;;;;
bracon.17;Braconidae;Hymenoptera;Ichneumonoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;2;;;;;;;;;
bracon.18;Braconidae;Hymenoptera;Ichneumonoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;2;;;;;;;;;
ichneu.3;Ichneumonidae;Hymenoptera;Ichneumonoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;1;;;;;;;;;
ichneu.4;Ichneumonidae;Hymenoptera;Ichneumonoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;1;;;;;;;;;
Ichneu.1;Ichneumonidae;Hymenoptera;Ichneumonoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;1;Cremastinae;;;;;;;;
Ichneu.2;Ichneumonidae;Hymenoptera;Ichneumonoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;1;Cremastinae;;;;;;;;
liopte.1;Liopteridae;Hymenoptera;Ichneumonoidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
Hymeno.1;Orussidae;Hymenoptera;Orussoidea;Symphyta;;parasitoid;parasitoid_hymenoptera;0;;;Pseudoryssus;niehuisorum;;;;;
Platyg.1;Platygastridae;Hymenoptera;Platygastroidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;1;;;;;;;;;
platyg.1;Platygastridae;Hymenoptera;Platygastroidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
platyg.2;Platygastridae;Hymenoptera;Platygastroidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
platyg.3;Platygastridae;Hymenoptera;Platygastroidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
platyg.4;Platygastridae;Hymenoptera;Platygastroidea;Apocrita;wasp;parasitoid;parasitoid_hymenoptera;0;;;;;;;;;
Mutill.1;Mutillidae;Hymenoptera;Pompiloidea;Apocrita;wasp;predator;predatory_hymenoptera;2;;;;;;;;;
mutill.2;Mutillidae;Hymenoptera;Pompiloidea;Apocrita;wasp;predator;predatory_hymenoptera;2;;;;;;;;;
mutill.3;Mutillidae;Hymenoptera;Pompiloidea;Apocrita;wasp;predator;predatory_hymenoptera;2;;;;;;;;;
Pompil.1;Pompilidae;Hymenoptera;Pompiloidea;Apocrita;wasp;predator;predatory_hymenoptera;2;;;Pompilocalus;;;;;;
pompil.2;Pompilidae;Hymenoptera;Pompiloidea;Apocrita;wasp;predator;predatory_hymenoptera;2;;;;;;;;;
pompil.3;Pompilidae;Hymenoptera;Pompiloidea;Apocrita;wasp;predator;predatory_hymenoptera;2;;;;;;;;;
pompil.4;Pompilidae;Hymenoptera;Pompiloidea;Apocrita;wasp;predator;predatory_hymenoptera;2;;;;;;;;;
pompil.5;Pompilidae;Hymenoptera;Pompiloidea;Apocrita;wasp;predator;predatory_hymenoptera;2;;;;;;;;;
Thynni.1;Thynnidae;Hymenoptera;Thynnoidea;Apocrita;wasp;predator;predatory_hymenoptera;2;;;;;;;;;
Thynni.2;Thynnidae;Hymenoptera;Thynnoidea;Apocrita;wasp;predator;predatory_hymenoptera;2;;;;;;;;;
thynni.4;Thynnidae;Hymenoptera;Thynnoidea;Apocrita;wasp;predator;predatory_hymenoptera;2;;;;;;;;;
thynni.5;Thynnidae;Hymenoptera;Thynnoidea;Apocrita;wasp;predator;predatory_hymenoptera;2;;;;;;;;;
Thynnidae;Thynnidae;Hymenoptera;Thynnoidea;Apocrita;wasp;predator;predatory_hymenoptera;2;;;;;;;;;
Thyphi.1;Thiphiidae;Hymenoptera;Thynnoidea;Apocrita;wasp;predator;predatory_hymenoptera;2;;Mera/Myzinum;;simili Mesa glaber;;;;;
Bradyn.1;Bradynobaenidae;Hymenoptera;Vespoidea;Apocrita;wasp;predator;predatory_hymenoptera;1;;;;;;;;;
Scolii.1;Scoliidae;Hymenoptera;Vespoidea;Apocrita;wasp;predator;predatory_hymenoptera;2;;;;;;;;;
Scolii.2;Scoliidae;Hymenoptera;Vespoidea;Apocrita;wasp;predator;predatory_hymenoptera;2;;;;;;;;;
scolii.3;Scoliidae;Hymenoptera;Vespoidea;Apocrita;wasp;predator;predatory_hymenoptera;2;;;;;;;;;
scolii.4;Scoliidae;Hymenoptera;Vespoidea;Apocrita;wasp;predator;predatory_hymenoptera;2;;;;;;;;;
scolii.4;Scoliidae;Hymenoptera;Vespoidea;Apocrita;wasp;predator;predatory_hymenoptera;2;;;;;;;;;
Vespid.1;Vespidae;Hymenoptera;Vespoidea;Apocrita;wasp;predator;predatory_hymenoptera;2;Polistinae;Ropalidiini;Ropalidia;sp.;;;;;
Vespid.2;Vespidae;Hymenoptera;Vespoidea;Apocrita;wasp;predator;predatory_hymenoptera;2;Polistinae;Ropalidiini;Ropalidia;sp.;;;;;
vespid.3;Vespidae;Hymenoptera;Vespoidea;Apocrita;wasp;predator;predatory_hymenoptera;2;;;;;;;;;
vespid.3;Vespidae;Hymenoptera;Vespoidea;Apocrita;wasp;predator;predatory_hymenoptera;2;;;;;;;;;
hymeno.12;;Hymenoptera;hymenoptera;;;hymenoptera;hymenoptera;0;;;;;;;;;
Hymeno.2;;Hymenoptera;hymenoptera;;;hymenoptera;hymenoptera;0;;;;;;;;;
Hymeno.3;;Hymenoptera;hymenoptera;;;hymenoptera;hymenoptera;0;;;;;;;;;
Hymeno.7;;Hymenoptera;hymenoptera;;;hymenoptera;hymenoptera;0;;;;;;;;;
hymeno.8;;Hymenoptera;hymenoptera;;;hymenoptera;hymenoptera;0;;;;;;;;;
Lycaen.1;Lycaenidae;Lepidoptera;Papillonoidea;;butterfly;pollinator;pollinator_lepidoptera;2;;;;;;;;;
Lycaen.2;Lycaenidae;Lepidoptera;Papillonoidea;;butterfly;pollinator;pollinator_lepidoptera;2;;;;;;;;;
Nympha.1;Nymphalidae;Lepidoptera;Papillonoidea;;butterfly;pollinator;pollinator_lepidoptera;2;;;;;;;;;
Pierid.1;Pieridae;Lepidoptera;Papillonoidea;;butterfly;pollinator;pollinator_lepidoptera;2;;;;;;;;;
Lepido.1;;Lepidoptera;;;moth;pollinator;pollinator_lepidoptera;2;;;;;;;;;
Lepido.2;;Lepidoptera;;;moth;pollinator;pollinator_lepidoptera;2;;;;;;;;;
Lepido.3;;Lepidoptera;;;moth;pollinator;pollinator_lepidoptera;2;;;;;;;;;
lepido.4;;Lepidoptera;;;moth;pollinator;pollinator_lepidoptera;2;;;;;;;;;
lepido.5;;Lepidoptera;;;moth;pollinator;pollinator_lepidoptera;2;;;;;;;;;
lepido.6;;Lepidoptera;;;moth;pollinator;pollinator_lepidoptera;2;;;;;;;;;
lepido.7;;Lepidoptera;;;moth;pollinator;pollinator_lepidoptera;2;;;;;;;;;
neurop.2;Chrysopidae;Neuroptera;Chrysopoidea;;lacewings;parasitoid;parasitoid_neuroptera;0;;;;;;;;;
coniop.1;Coniopterygidae;Neuroptera;Coniopterygoidea;;dustywings;predator;predatory_neuroptera;0;;;;;;;;;
coniop.2;Coniopterygidae;Neuroptera;Coniopterygoidea;;dustywings;predator;predatory_neuroptera;0;;;;;;;;;
Nevrop.1/coniop.1;Coniopterygidae;Neuroptera;Coniopterygoidea;;dustywings;predator;predatory_neuroptera;0;;;;;;;;;
Neurop.1;Coniopterygidae;Neuroptera;Coniopterygoidea;;dustywings;predator;predatory_neuroptera;0;;;;;;;;;
Myrmel.1;Myrmeleontidae;Neuroptera;Myrmeleontoidea;;antlion;predator;predatory_neuroptera;0;;;;;;;;;
acrid.1;Acrididae;Orthoptera;Acridoidea;;grasshopper;phytophagous;phytophagous_orthoptera;0;;;;;;;;;
Grylli.1;Gryllidae;Orthoptera;Grylloidea;;cricket;phytophagous;phytophagous_orthoptera;0;;;Grillus;;;;;;
rhaphi.1;Rhaphidophoridae;Orthoptera;Rhaphidophoroidea;;cricket;phytophagous;phytophagous_orthoptera;0;;;;;;;;;
psocop.1;;Psocoptera;psocoptera;;Psocid;psocoptera;psocoptera;0;;;;;;;;;
psocop.2;;Psocoptera;psocoptera;;Psocid;psocoptera;psocoptera;0;;;;;;;;;
psocop.3;;Psocoptera;psocoptera;;Psocid;psocoptera;psocoptera;0;;;;;;;;;
psocop.4;;Psocoptera;psocoptera;;Psocid;psocoptera;psocoptera;0;;;;;;;;;
phlaeo.13;Phlaeothripidae;Thysanoptera;Tubulifera;;thrips;phytophagous;phytophagous_thysanoptera;1;;;;;;;flower;;
Phlaeo.1;Phlaeotripidae;Thysanoptera;Tubulifera;;thrips;phytophagous;phytophagous_thysanoptera;1;;;;;;;flower;;
phlaeo.10;Phlaeotripidae;Thysanoptera;Tubulifera;;thrips;phytophagous;phytophagous_thysanoptera;1;;;;;;;flower;;
phlaeo.11;Phlaeotripidae;Thysanoptera;Tubulifera;;thrips;phytophagous;phytophagous_thysanoptera;1;;;;;;;flower;;
phlaeo.12;Phlaeotripidae;Thysanoptera;Tubulifera;;thrips;phytophagous;phytophagous_thysanoptera;1;;;;;;;flower;;
Phlaeo.2;Phlaeotripidae;Thysanoptera;Tubulifera;;thrips;phytophagous;phytophagous_thysanoptera;1;;;;;;;flower;;
Phlaeo.3;Phlaeotripidae;Thysanoptera;Tubulifera;;thrips;phytophagous;phytophagous_thysanoptera;1;;;;;;;flower;;
Phlaeo.4;Phlaeotripidae;Thysanoptera;Tubulifera;;thrips;phytophagous;phytophagous_thysanoptera;1;;;;;;;flower;;
Phlaeo.5;Phlaeotripidae;Thysanoptera;Tubulifera;;thrips;phytophagous;phytophagous_thysanoptera;1;;;;;;;flower;;
Phlaeo.6;Phlaeotripidae;Thysanoptera;Tubulifera;;thrips;phytophagous;phytophagous_thysanoptera;1;;;;;;;flower;;
Phlaeo.7;Phlaeotripidae;Thysanoptera;Tubulifera;;thrips;phytophagous;phytophagous_thysanoptera;1;;;;;;;flower;;
phlaeo.8;Phlaeotripidae;Thysanoptera;Tubulifera;;thrips;phytophagous;phytophagous_thysanoptera;1;;;;;;;flower;;
phlaeo.9;Phlaeotripidae;Thysanoptera;Tubulifera;;thrips;phytophagous;phytophagous_thysanoptera;1;;;;;;;flower;;
insect.5;;Insecta;;;;;;0;;;;;;;;;
